Comments,Sentiment
"Seriously dislike… closed account least three times over the years. This time never going back. Most recently only a month ago after reopening an account after first lockdown. Made a multiple order from different sellers into one delivery package. Account stated a delivery was made to resident at DWN2. WTF? What or where is that? All parcels not delivered to correct address. No member of staff at customer service knew what was on about nor know DWN2 is, and took weeks to get sorted. Ended up getting a full refund. Angry, didn’t want have to go through just getting a refund because of course would’ve liked what I ordered. Not easy to find some items, elsewhere. Where I live has cameras on site, and not once within date or days around it, from acclaimed delivery was made had any van past by. My theory is, there’s a group of employees within, while getting bad treatment are taking matters into their own hands. Not easy to just get another job if have bills to pay, but believe they’re resorting to stealing customers orders to sell off for a profit themselves. Sure there’s something in UK going on here. Organised crime within… Do not trust! Stay well clear, there’s other so much better online shopping services to join just here. It’s corrupted!!!",Negative
Man should of said he’s got balls of steel that’s why the metal detector was going off,Neutral
"Very good job! However, it doesn't seem that this will change much...",Positive
"Asda under Walmart was absolutely terrible, don't work for American employers. You will literally be worked to death, explains why Americans are so crazy.",Negative
"I know this is probably a bit of a weird question, but would delivery drivers appreciate being invited to use the toilet when delivering to a customer's home?",Neutral
Well time to open some companies in Belize.,Neutral
i worked there all true,Positive
Doesn't look like hard work? Laborers lift far more per day and get paid the same? Not saying this ok as both should be paid more. This is a weak representation of what the problem really is.,Negative
"I have also contacted them with the following message: ""I would like to inform Amazon that after seeing the documentary called: ""The Great Amazon Heist"" published 4 days ago on youtube by Channel 4. I was disgust how Amazon treated their employees. and for this reason I have just cancelled my amazon Primme membership and amazon kids account too. I have also encouraged others to do the same. Amazon must treat their staff with dignity. Please my sure this message gets escalated to management for visibility. here is the link to the documentary for reference: https://www.youtube.com/watch?v=GdHYM7QT9kw&t=41s. good luck in continuing to work at Amazon. your long term loyal customer now gone""",Positive
"Just seems like a normal job tbh, people are far too soft these days :/",Positive
1 conclusion: I have just cancelled my Amazon Primre membership. please like this comment if you have cancelled yours too after watching this!,Positive
haha that was quality. hope something changes but can't see it happening any time soon.,Positive
Found this particularly interesting as it's only up the road.,Positive
"youd didn't get ID'd for those knives?!

I GOT ID'D FOR A FUCKING PRACTICE BALISONG! A TOY KNIFE?! MY MUM WAS FREAKING OUT BECAUSE SHE THOUGHT I'D BOUGHT A REAL KNIFE OR SMTH?!",Negative
"As for the claim that if Amazon paid more tax, there would be less potholes in the road and the nhs would be better funded, this isn’t that simple, as councils and nhs waste billions every year on nonsense. Its not lack of money, its a misuse of public funds - an entirely different problem.",Negative
